"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-24","2010","05","24","","9.6","","0.9","","5.3","","12.7","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-25","2010","05","25","","14.9","","1.5","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-26","2010","05","26","","16.3","","5.5","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-27","2010","05","27","","20.7","","5.7","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-28","2010","05","28","","16.4","","4.9","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-29","2010","05","29","","18.3","","5.8","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-30","2010","05","30","","24.2","","9.0","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-05-31","2010","05","31","","23.4","","10.4","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-01","2010","06","01","","20.7","","8.9","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-02","2010","06","02","","24.7","","11.5","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-03","2010","06","03","","25.4","","13.8","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-04","2010","06","04","","24.7","","14.0","","19.4","","0.0","","1.4","","0.2","","0.0","","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-05","2010","06","05","","23.7","","7.5","","15.6","","2.4","","0.0","","0.0","T","0.0","","0.0","T","","","3","","41",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-06","2010","06","06","","12.4","","4.4","","8.4","","9.6","","0.0","","0.0","T","0.0","","0.0","T","","","3","","41",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-07","2010","06","07","","14.7","","0.3","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-08","2010","06","08","","18.5","","5.4","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-09","2010","06","09","","16.6","","7.3","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-10","2010","06","10","","16.5","","7.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-11","2010","06","11","","18.8","","8.6","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-12","2010","06","12","","21.3","","10.7","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","15","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-13","2010","06","13","","21.5","","11.8","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","15","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-14","2010","06","14","","20.7","","9.8","","15.3","","2.7","","0.0","","0.0","T","0.0","","0.0","T","","","27","E","44","E"
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-15","2010","06","15","","12.3","","8.5","","10.4","","7.6","","0.0","","0.0","T","0.0","","0.0","T","","","34","","35",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-16","2010","06","16","","13.0","","8.3","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-17","2010","06","17","","18.6","","8.8","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-18","2010","06","18","","13.6","","8.8","","11.2","","6.8","","0.0","","1.2","","0.0","","1.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-19","2010","06","19","","17.4","","8.5","","13.0","","5.0","","0.0","","0.4","","0.0","","0.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-20","2010","06","20","","16.6","","9.8","","13.2","","4.8","","0.0","","12.2","","0.0","","12.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-21","2010","06","21","","13.5","","6.6","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","33","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-22","2010","06","22","","17.2","","6.5","","11.9","","6.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-23","2010","06","23","","17.4","","8.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","15","","32",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-24","2010","06","24","","25.1","","13.2","","19.2","","0.0","","1.2","","0.2","","0.0","","0.2","","","","14","","48",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-25","2010","06","25","","24.8","","15.5","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-26","2010","06","26","","24.3","","16.1","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-27","2010","06","27","","25.2","","15.2","","20.2","","0.0","","2.2","","0.4","","0.0","","0.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-28","2010","06","28","","24.0","","14.8","","19.4","","0.0","","1.4","","18.0","","0.0","","18.0","","","","13","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-29","2010","06","29","","23.1","","14.6","","18.9","","0.0","","0.9","","0.2","","0.0","","0.2","","","","12","","65",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-06-30","2010","06","30","","24.1","","13.6","","18.9","","0.0","","0.9","","10.8","","0.0","","10.8","","","","8","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-01","2010","07","01","","15.3","","10.0","","12.7","","5.3","","0.0","","0.0","T","0.0","","0.0","T","","","16","","44",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-02","2010","07","02","","17.0","","11.7","","14.4","","3.6","","0.0","","5.6","","0.0","","5.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-03","2010","07","03","","19.4","","13.3","","16.4","","1.6","","0.0","","0.4","","0.0","","0.4","","","","9","","39",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-04","2010","07","04","","15.6","","10.6","","13.1","","4.9","","0.0","","1.4","","0.0","","1.4","","","","36","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-05","2010","07","05","","13.7","","9.9","","11.8","","6.2","","0.0","","0.0","T","0.0","","0.0","T","","","2","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-06","2010","07","06","","17.8","","9.0","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-07","2010","07","07","","23.4","","10.6","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-08","2010","07","08","","23.2","","13.4","","18.3","","0.0","","0.3","","0.4","","0.0","","0.4","","","","28","","32",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-09","2010","07","09","","17.7","","10.4","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","33","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-10","2010","07","10","","23.1","","11.8","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-11","2010","07","11","","25.7","","14.1","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","16","E","37","E"
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-12","2010","07","12","","26.6","","15.5","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-13","2010","07","13","","28.7","","18.1","","23.4","","0.0","","5.4","","1.6","","0.0","","1.6","","","","10","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-14","2010","07","14","","25.5","","16.8","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-15","2010","07","15","","22.7","","16.5","","19.6","","0.0","","1.6","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-16","2010","07","16","","22.4","","14.1","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-17","2010","07","17","","19.2","","13.5","","16.4","","1.6","","0.0","","0.8","","0.0","","0.8","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-18","2010","07","18","","17.5","","10.8","","14.2","","3.8","","0.0","","0.0","T","0.0","","0.0","T","","","30","","44",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-19","2010","07","19","","20.6","","13.0","","16.8","","1.2","","0.0","","5.4","","0.0","","5.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-20","2010","07","20","","22.3","","13.1","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-21","2010","07","21","","25.5","","14.6","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-22","2010","07","22","","26.6","","16.6","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-23","2010","07","23","","23.5","","17.0","","20.3","","0.0","","2.3","","0.0","T","0.0","","0.0","T","","","17","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-24","2010","07","24","","23.8","","17.7","","20.8","","0.0","","2.8","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-25","2010","07","25","","19.0","","13.4","","16.2","","1.8","","0.0","","3.4","","0.0","","3.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-26","2010","07","26","","24.2","","13.5","","18.9","","0.0","","0.9","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-27","2010","07","27","","21.1","","16.4","","18.8","","0.0","","0.8","","3.2","","0.0","","3.2","","","","3","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-28","2010","07","28","","23.7","","15.9","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-29","2010","07","29","","27.1","","17.3","","22.2","","0.0","","4.2","","1.8","","0.0","","1.8","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-30","2010","07","30","","24.5","","16.6","","20.6","","0.0","","2.6","","12.2","","0.0","","12.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-07-31","2010","07","31","","23.9","","15.3","","19.6","","0.0","","1.6","","10.4","","0.0","","10.4","","","","34","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-01","2010","08","01","","22.2","","15.4","","18.8","","0.0","","0.8","","0.2","","0.0","","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-02","2010","08","02","","19.1","","13.3","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-03","2010","08","03","","22.2","","10.6","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-04","2010","08","04","","20.0","","15.7","","17.9","","0.1","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-05","2010","08","05","","21.2","","13.5","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-06","2010","08","06","","24.6","","17.8","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-07","2010","08","07","","24.3","","18.0","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","14","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-08","2010","08","08","","23.9","","17.1","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-09","2010","08","09","","20.5","","16.1","","18.3","","0.0","","0.3","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-10","2010","08","10","","21.1","","16.0","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","15","","35",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-11","2010","08","11","","23.2","","15.2","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-12","2010","08","12","","22.8","","16.4","","19.6","","0.0","","1.6","","0.0","T","0.0","","0.0","T","","","36","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-13","2010","08","13","","19.0","","14.3","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-14","2010","08","14","","18.3","","11.3","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-15","2010","08","15","","18.0","","12.2","","15.1","","2.9","","0.0","","14.6","","0.0","","14.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-16","2010","08","16","","17.0","","11.9","","14.5","","3.5","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-17","2010","08","17","","17.1","","8.8","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-18","2010","08","18","","18.2","","9.8","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","14","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-19","2010","08","19","","13.9","","9.7","","11.8","","6.2","","0.0","","5.4","","0.0","","5.4","","","","9","","32",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-20","2010","08","20","","13.9","","6.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-21","2010","08","21","","15.4","","7.7","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-22","2010","08","22","","17.5","","11.0","","14.3","","3.7","","0.0","","1.2","","0.0","","1.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-23","2010","08","23","","20.1","","11.1","","15.6","","2.4","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-24","2010","08","24","","19.5","","10.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-25","2010","08","25","","20.1","","12.0","","16.1","","1.9","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-26","2010","08","26","","18.8","","12.9","","15.9","","2.1","","0.0","","0.4","","0.0","","0.4","","","","9","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-27","2010","08","27","","13.5","","10.9","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","6","","52",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-28","2010","08","28","","14.9","","8.1","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-29","2010","08","29","","15.2","","5.8","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-30","2010","08","30","","16.0","","6.4","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-08-31","2010","08","31","","15.7","","8.6","","12.2","","5.8","","0.0","","1.8","","0.0","","1.8","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-01","2010","09","01","","17.2","","9.6","","13.4","","4.6","","0.0","","2.2","","0.0","","2.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-02","2010","09","02","","16.1","","7.0","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-03","2010","09","03","","19.1","","11.8","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-04","2010","09","04","","21.0","","12.8","","16.9","","1.1","","0.0","","5.6","","0.0","","5.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-05","2010","09","05","","14.9","","11.6","","13.3","","4.7","","0.0","","2.0","","0.0","","2.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-06","2010","09","06","","15.5","","11.2","","13.4","","4.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-07","2010","09","07","","14.2","","10.4","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-08","2010","09","08","","15.8","","9.0","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-09","2010","09","09","","14.9","","7.2","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-10","2010","09","10","","17.4","","9.5","","13.5","","4.5","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-11","2010","09","11","","14.4","","7.7","","11.1","","6.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-12","2010","09","12","","12.1","","6.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-13","2010","09","13","","15.3","","5.6","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-14","2010","09","14","","12.7","","3.4","","8.1","","9.9","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-15","2010","09","15","","3.7","","0.8","","2.3","","15.7","","0.0","","0.4","","0.0","T","0.4","","","","32","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-16","2010","09","16","","4.7","","-0.4","","2.2","","15.8","","0.0","","2.6","","1.0","","3.2","","1","","29","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-17","2010","09","17","","8.0","","2.4","","5.2","","12.8","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-18","2010","09","18","","7.4","","1.3","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-19","2010","09","19","","5.8","","2.1","","4.0","","14.0","","0.0","","2.4","","0.0","","2.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-20","2010","09","20","","5.2","","0.8","","3.0","","15.0","","0.0","","0.2","","0.0","T","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-21","2010","09","21","","6.4","","0.0","","3.2","","14.8","","0.0","","1.6","","0.0","T","1.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-22","2010","09","22","","4.8","","-1.6","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-23","2010","09","23","","5.2","","-2.1","","1.6","","16.4","","0.0","","0.0","","2.0","","2.0","","1","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-24","2010","09","24","","5.3","","0.8","","3.1","","14.9","","0.0","","0.4","","2.0","","2.4","","0","T","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-25","2010","09","25","","8.7","","0.7","","4.7","","13.3","","0.0","","5.0","","0.0","","5.0","","","","28","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-26","2010","09","26","","5.6","","-0.4","","2.6","","15.4","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-27","2010","09","27","","11.3","","2.8","","7.1","","10.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-28","2010","09","28","","9.8","","3.1","","6.5","","11.5","","0.0","","4.0","","0.0","","4.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-29","2010","09","29","","6.5","","-0.4","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-09-30","2010","09","30","","9.7","","1.1","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-01","2010","10","01","","14.2","","4.8","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","18","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-02","2010","10","02","","16.8","","8.1","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-03","2010","10","03","","12.2","","3.0","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-04","2010","10","04","","12.4","","1.5","","7.0","","11.0","","0.0","","1.6","","0.0","","1.6","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-05","2010","10","05","","10.6","","6.6","","8.6","","9.4","","0.0","","2.4","","0.0","","2.4","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-06","2010","10","06","","13.2","","3.5","","8.4","","9.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-07","2010","10","07","","8.1","","2.5","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-08","2010","10","08","","7.7","","3.7","","5.7","","12.3","","0.0","","4.8","","0.0","","4.8","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-09","2010","10","09","","6.0","","2.0","","4.0","","14.0","","0.0","","0.2","","0.0","","0.2","","","","10","","37",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-10","2010","10","10","","13.5","","3.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","15","","41",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-11","2010","10","11","","9.9","","2.9","","6.4","","11.6","","0.0","","2.2","","0.0","","2.2","","","","28","","41",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-12","2010","10","12","","2.9","","-1.8","","0.6","","17.4","","0.0","","0.2","","0.0","T","0.2","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-13","2010","10","13","","1.7","","-2.3","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-14","2010","10","14","","-0.2","","-2.1","","-1.2","","19.2","","0.0","","0.0","","4.2","","3.4","","3","","8","","46",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-15","2010","10","15","","-0.2","","-5.5","","-2.9","","20.9","","0.0","","0.0","","3.4","","3.0","","5","","35","","41",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-16","2010","10","16","","-4.8","","-7.0","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-17","2010","10","17","","-2.0","","-6.1","","-4.1","","22.1","","0.0","","0.0","","1.4","","0.8","","7","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-18","2010","10","18","","-0.9","","-4.1","","-2.5","","20.5","","0.0","","0.0","","5.4","","4.0","","8","","9","","33",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-19","2010","10","19","","-0.9","","-6.5","","-3.7","","21.7","","0.0","","0.0","","5.4","","4.8","","15","","9","","32",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-20","2010","10","20","","-4.0","","-7.6","","-5.8","","23.8","","0.0","","0.0","","1.0","","0.8","","12","","","","<31",""
"-114.44","62.46","YELLOWKNIFE A","2204100","2010-10-21","2010","10","21","","-3.6","","-8.8","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","12","","","","<31",""
